"Fraction_1" "Fraction_2" "Fraction_3" "Fraction_4" "Fraction_5" "Fraction_6" "Fraction_7" "Fraction_8" "Fraction_9" "Fraction_10" "Fraction_11" "Fraction_12" "Fraction_13" "Fraction_14" "Fraction_15" "Fraction_16" "Fraction_17" "Fraction_18" "Fraction_19" "Fraction_20" "Fraction_21" "Fraction_22" "Fraction_23" "Fraction_24" "Fraction_25"
"AKA12_HUMAN_Rep_1" 140975.84449843 234609.694182001 722466.890245832 500736.623128189 242012.824123143 40487.8809298191 21881.4421232729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKA12_HUMAN_Rep_2" 0 205035.678357201 589975.465200269 432938.764479276 258297.78758866 47854.8855491683 13032.3389592195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKA12_HUMAN_Rep_3" 93676.5023369065 291203.38709582 1135062.66132656 687965.093970089 304426.877293828 35486.6915742549 24652.3981980936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKAP1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14672.9643544297 0 0 19991.5042169651 0 0 0 0 0 0 0
"AKAP1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9429.81928444904 0 0 17190.5361051672 0 0 0 0 0 0 0
"AKAP1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10029.0988363846 0 0 0 0 0 0 0 0 0 0
"AKAP2_HUMAN_Rep_1" 0 0 13745.6799085591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKAP2_HUMAN_Rep_2" 0 0 13380.3383065237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKAP2_HUMAN_Rep_3" 0 0 22980.9030010954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKAP8_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 19345.9244938921 24929.3827978929 16946.7990001193 11858.0350861142 13141.0740680435 21975.2867298653 12789.8353827092 15549.1815464768 0 21307.3305664176 0 0 0 0 0 0 0
"AKAP8_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 16345.6999299455 13379.5032207425 15414.5233897041 9726.80662891457 10038.6167447959 9773.66663505921 16880.0722134101 15325.2426244312 0 14057.4151989233 0 0 0 0 0 0 0
"AKAP8_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 28893.4443749258 26149.1805249396 21825.0926285474 19433.1564816454 21977.2567444501 27649.765402012 11092.2197532163 19334.5181612454 0 26339.983997125 0 0 0 0 0 0 0
"AKAP9_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 173766.889364699 172870.781718449 37837.5889578312 190257.175606042 107030.550256893 131115.481506981 38540.5368046716 0 0 0 0 0 0 0 0 0 0
"AKAP9_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 12113.8118902224 8242.5775254269 70450.7984526642 247568.114335613 94516.2284907807 122403.682358534 64035.4931288038 0 0 0 0 0 0 0 0 0 0
"AKAP9_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 223176.604785902 356628.016646231 72701.089502202 169628.076848561 86680.7032810384 117665.755485201 32819.0384584618 0 0 0 0 0 0 0 0 0 0
"AKP13_HUMAN_Rep_1" 0 0 89749.9692746696 80823.2031388958 55013.7782737327 0 0 112695.209148718 0 70512.821056598 0 17898.8024303852 0 0 0 0 0 0 0 0 0 0 0 11733.8175808063 114949.760787859
"AKP13_HUMAN_Rep_2" 0 0 59450.2787705267 9636.84293026961 36775.5871940848 0 0 98306.2084572518 0 68381.7360802743 0 8068.29271166922 0 0 0 0 0 0 0 0 0 0 0 0 100831.713258976
"AKP13_HUMAN_Rep_3" 0 0 111956.075497863 125011.589935364 41582.990911544 0 0 107680.547225518 0 75053.6133418432 0 10413.3188578886 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKP8L_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105335.361974592 0 0 0 0 6957.60500960599 104579.499393996 149245.670297108
"AKP8L_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132182.646345238 0 0 0 5754.08986688019 0 128733.073493927 146219.138267805
"AKP8L_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120884.71582844 0 0 0 84341.3464903312 86259.916697379 98574.8258316963 169817.213593145
"AKT2_HUMAN_Rep_1" 0 0 0 57205.1214133097 107767.906886933 91172.2027420433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKT2_HUMAN_Rep_2" 0 0 0 52308.167411422 98132.0068148877 78542.6610689152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKT2_HUMAN_Rep_3" 0 0 0 116670.503951402 92825.0796082789 68570.987795007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKTS1_HUMAN_Rep_1" 0 0 0 93140.7050717639 87643.9884678447 29410.6736577296 0 0 0 41450.9083091008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKTS1_HUMAN_Rep_2" 0 118781.398288723 0 60771.0967147267 92312.7012121012 31954.6330554947 0 0 0 40921.4244897432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AKTS1_HUMAN_Rep_3" 0 141274.894565007 0 68587.1097488759 54698.9533058695 31931.8382403086 0 0 0 52339.478807371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL1A1_HUMAN_Rep_1" 138351.626549681 0 180868.628729605 142746.219084769 689801.513678699 554705.706117426 2004112.41756507 4378084.25329499 9350882.42292529 8539415.99088764 7242536.74038908 8531281.17244844 5151943.0968308 2713256.78494215 2052204.99218992 1772993.52197915 1805687.1685101 2254697.74956386 2222346.78351493 3545721.52583284 4203385.47200782 2210700.00071873 1126342.27414405 287309.409324265 2404669.87156368
"AL1A1_HUMAN_Rep_2" 479255.365456499 313295.196018381 197181.230792419 143041.666018347 686076.760611139 976081.777913712 2665341.8213541 9134636.78735356 15452293.1211747 13590029.2869044 6670709.56345982 6855865.25118964 3986421.90750279 2242740.51858651 1987246.09716831 2090261.43868967 1596146.69624613 3005276.42730723 3808593.20016575 2781199.72813759 2203139.30038196 2314656.28704427 703494.898031145 536821.993116408 2836071.30871266
"AL1A1_HUMAN_Rep_3" 923073.206257863 557231.224009083 155153.695420247 207061.35206212 616141.198898805 417625.825773519 3080387.70885337 8834687.82228356 11040691.1559864 9973454.72763436 7176422.63535236 5127426.61948305 3107353.9249553 2088635.4487413 1735908.23916939 2089938.49890533 1696361.35033803 2087351.22224982 2597911.03532897 3795660.5307456 2442755.66401772 2223096.39275678 776437.908206298 139489.987502227 1155002.77916574
"AL1B1_HUMAN_Rep_1" 0 0 0 0 0 0 85424.4375543355 527971.283769694 1250735.6589862 451180.245513749 380485.770214155 60132.6935947793 18035.283723254 28188.8059700117 0 42777.0573703253 0 0 0 0 0 0 0 0 0
"AL1B1_HUMAN_Rep_2" 0 0 0 0 0 0 80784.0857248189 524636.478691104 1229493.53662602 254312.797494607 328092.887628452 67559.3991104023 27265.3558920827 19570.6182121478 0 49501.7689303482 0 0 0 0 0 0 0 0 0
"AL1B1_HUMAN_Rep_3" 0 0 0 0 0 0 78823.7606089414 598921.913577639 1222945.78683487 367541.354780534 353054.840920453 63846.718806334 25055.6916826573 31968.8361482119 0 38407.5669030034 0 0 0 0 0 0 0 0 0
"AL3A1_HUMAN_Rep_1" 0 0 0 337248.833537798 1256843.21406885 1690483.75387527 2370809.21608863 2211164.64618129 1080139.02751843 1208224.5618136 794325.484451831 558008.192780604 475267.331163366 668978.879816653 253206.814855086 161475.82393713 39014.9532600269 40823.1129493499 0 0 0 0 0 0 0
"AL3A1_HUMAN_Rep_2" 0 0 0 188981.206717144 1623630.23179236 2234105.14390186 2118046.41105362 1917220.51053025 1029221.66450046 873537.443003163 590213.583091314 524842.428557621 526345.079924105 718553.280970294 220254.991392449 145359.966792842 26905.7776937342 27547.3630448976 0 0 0 0 0 0 0
"AL3A1_HUMAN_Rep_3" 0 0 0 749258.115975667 1718227.0078002 2418746.73549004 1755383.55923664 2253570.80672588 974066.117997888 987185.96018315 520697.336410876 372791.162431014 416961.341992473 635086.574566785 230047.671648567 130410.83523615 28913.3553070999 33705.7042985773 0 0 0 0 0 0 0
"AL3A2_HUMAN_Rep_1" 0 0 0 0 0 0 0 170928.87351698 374990.968862751 616573.997360173 700064.3382984 705342.144178808 747124.121190518 1022397.59857178 822950.653388455 402470.772174733 314112.554454381 584503.915230477 300680.858394922 278878.390837711 348517.662735978 151202.401030262 88017.0629770568 277272.80899854 0
"AL3A2_HUMAN_Rep_2" 0 0 0 0 0 0 0 184675.982355882 347261.250789552 597051.026825477 683075.862438823 570141.916092022 702010.042812356 892714.632321539 846578.582880976 437031.653025657 297781.118018418 499502.730213614 249926.82928231 221948.501764378 16812.8493110796 61458.2575348097 40843.0346232076 97952.5627705968 0
"AL3A2_HUMAN_Rep_3" 0 0 0 0 0 0 0 242575.230852167 406085.90932447 625503.88584521 673115.805735274 564124.900709135 673055.68751887 976209.610064643 967190.037768029 528863.372648871 321459.043476452 701222.179335977 357829.372715193 302756.931484151 122791.589230147 167894.883609444 196066.192660989 299256.563837692 0
"AL3B1_HUMAN_Rep_1" 0 0 0 0 0 0 0 178715.665836815 169608.7974854 138295.303176727 188968.041736969 390301.87593638 71177.0321247145 303433.873754526 264006.179168301 279616.975230952 0 103912.990981459 0 0 0 222242.325767203 30597.7225204163 0 54190.3503265989
"AL3B1_HUMAN_Rep_2" 0 0 0 0 0 0 0 154816.418506452 126923.339633279 193392.517731551 182511.277836802 445395.614907962 90586.4327735343 281422.310119032 252586.703866724 270004.125968357 0 132774.214628235 0 0 0 0 850.287487218518 0 36766.1461101027
"AL3B1_HUMAN_Rep_3" 0 0 0 0 0 0 0 183251.225667738 181346.618251417 173465.539418865 176168.459308151 430048.379047687 79571.2079588067 274629.752330218 278284.29387739 274945.758751555 0 158653.830812823 0 0 0 434672.549909582 28985.1517010262 0 42200.9521662664
"AL4A1_HUMAN_Rep_1" 0 0 0 89244.6708877613 197845.364219966 539892.084938092 932504.182851198 509947.07598318 87333.7131952456 17079.4930807914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL4A1_HUMAN_Rep_2" 0 0 0 85370.2533668992 180188.137339292 727321.582071321 1079998.97851925 471643.143839516 106566.837009744 17223.0051932806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL4A1_HUMAN_Rep_3" 0 0 0 131629.491314898 179160.452892133 662650.236686081 864660.040503504 405892.005736643 68523.1686171008 8827.81120951688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL7A1_HUMAN_Rep_1" 0 0 0 0 306890.842261123 1012680.07611002 1189504.98104693 730043.144615251 199767.598696132 63748.455923923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL7A1_HUMAN_Rep_2" 0 0 0 0 350263.493245113 870259.701856439 843226.074296315 655074.977701672 170840.694834357 93893.7286985511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL7A1_HUMAN_Rep_3" 0 0 0 0 309306.733987388 1143705.79841825 1021123.91458905 782805.877503647 213500.451295856 79067.7344169879 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL9A1_HUMAN_Rep_1" 0 0 0 55928.1168843743 324933.275704452 557966.312953094 865487.333776313 804774.604741702 548132.995801389 154095.569661377 16838.6304717466 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL9A1_HUMAN_Rep_2" 0 0 0 31790.8304807319 357678.740735696 785150.934469701 999987.044437926 855284.338776255 506997.725979589 111856.826058392 6386.43414207978 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AL9A1_HUMAN_Rep_3" 0 0 0 78376.5432990908 375856.767834761 638804.471288092 813222.023118459 717295.09823836 539514.315266657 132652.738628384 10244.9040296516 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ALAT2_HUMAN_Rep_1" 0 0 0 62916.5306710332 162933.77696474 60735.8468352664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ALAT2_HUMAN_Rep_2" 0 0 0 96128.7068417441 162945.310241798 91613.4730920462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ALAT2_HUMAN_Rep_3" 0 0 0 115300.681253199 162573.252231254 38648.4828412014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ALDH2_HUMAN_Rep_1" 0 0 0 66201.3712413906 35202.2998750143 34064.0829194984 143420.466023483 1124066.54546104 2945491.20660817 2516407.29486063 2563534.68917776 1791700.88586729 1135521.25003729 223385.941471982 127318.478458237 0 0 98026.3994181189 81940.1061705405 0 0 0 0 0 38006.8306586609
"ALDH2_HUMAN_Rep_2" 0 0 0 0 39593.1435723178 38498.1840462712 172933.595115496 1660876.64761497 2476895.91133219 1828998.44785463 2077870.37314832 1173123.49335414 781750.858271757 195062.71651916 180193.844791656 0 0 102663.389023683 150252.938110233 0 0 0 0 0 41824.4732814199
"ALDH2_HUMAN_Rep_3" 0 0 0 100987.342804779 47775.1625274075 41706.5057224599 194197.814223097 2666895.88917331 3260513.68441693 2264046.52189659 1842539.9561305 1136443.01377939 728136.678505468 177020.842302398 108333.250221744 0 0 105743.990672153 54781.519835272 0 0 0 0 0 0
"ALDOA_HUMAN_Rep_1" 0 0 0 0 0 738869.610724626 2444924.56036158 3470099.10373399 2730189.34421711 1937548.99636862 1967656.85100986 1265660.66992833 1057989.21589534 859306.252320731 755092.204325329 1239530.95624806 538943.093515101 236736.871025585 204535.615418656 145853.14620067 0 0 0 0 325542.997492437
"ALDOA_HUMAN_Rep_2" 0 0 0 0 0 1443666.23831361 3221047.80729889 3218033.19307969 2299287.59979358 1692571.27931415 1149816.43800698 914921.348992746 818356.750661541 815398.609755029 688421.079216819 1407277.66409202 482700.552339616 272570.563875009 208218.58227496 124898.466778999 0 0 0 0 228396.02791625
"ALDOA_HUMAN_Rep_3" 0 0 0 0 0 1480166.92777009 2741230.47303717 2783025.72910016 2109626.48765521 1627303.78233693 1003640.10625952 763874.147807788 662497.031099714 597929.390412814 554780.476846438 1111521.51105934 188999.36033818 206870.915183891 128821.746423682 94764.8661673918 0 0 0 0 140129.590291617
"ALDR_HUMAN_Rep_1" 0 193897.607879483 4363854.51953462 4472896.92232826 2856327.53531653 1453184.03416829 849570.832121028 430615.470017943 275559.735315912 125265.041569512 46140.415009303 37579.9514093451 58386.2655546821 0 0 0 0 0 0 0 0 0 0 0 0
"ALDR_HUMAN_Rep_2" 0 3186461.68568714 4400604.14828586 2715764.909906 2338179.64142183 1006757.02269621 581799.036889501 408585.756320855 280029.104525874 105229.40271894 31311.8076356188 42782.849338046 43147.3003789637 0 0 0 0 0 0 0 0 0 0 0 0
"ALDR_HUMAN_Rep_3" 0 4426546.15749372 4270525.16810608 3335649.14490431 2373881.39094229 1204027.72363382 784568.798007408 419799.464827499 356917.547985519 146864.063561514 32566.1777116703 21654.8508102657 24100.1332767237 0 0 0 0 0 0 0 0 0 0 0 0
"ALG1_HUMAN_Rep_1" 0 0 0 0 10556.0402987797 13320.9878278939 16717.6175419238 11571.8759550029 17408.3915154391 145494.671461992 27848.6413954055 212224.173046911 202390.914124711 43503.0557138769 67948.036549887 141264.660071211 43091.9321021619 100828.523546912 115719.095538284 0 0 0 0 0 0
"ALG1_HUMAN_Rep_2" 0 0 0 0 9896.26571347464 13773.78638273 9366.94929408546 11618.8687351731 16368.6410035192 144700.237594128 49487.6001264508 208367.77348885 280528.621992001 33720.6020701346 108690.932252488 133943.997541358 48336.9668713804 115673.509262338 78260.5028813004 0 0 0 0 0 0
"ALG1_HUMAN_Rep_3" 0 0 0 0 14495.1148236248 14621.908892393 12274.7361802494 11813.0315430274 20572.4524330988 151566.907074648 42820.7558716615 235580.260691881 244045.745368094 30115.395632683 85265.7720582057 137536.074401635 26963.5638223265 80323.495260709 102046.402271176 0 0 0 0 0 0
"ALG5_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 62173.1305114149 0 0 86767.9164985091 66223.0702138848 0 0 0 52745.1741024016 0 0 0 0 0 0
"ALG5_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 28109.2889620946 0 0 86945.4727864192 38069.8347580286 0 0 0 18365.8254047528 0 0 0 0 0 0
"ALG5_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 37680.737672798 0 0 72309.8888600677 55384.8286325502 0 0 0 38693.4731710423 0 0 0 0 0 0
"ALKB5_HUMAN_Rep_1" 0 0 83311.6674604438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29150.4526439169 0 0 0 0 0
"ALKB5_HUMAN_Rep_2" 0 0 107990.643772566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ALKB5_HUMAN_Rep_3" 0 0 105970.724064272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44666.5563569266 0 0 0 0 0
"AMGO2_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14617.0943399587 0 0 0 0 0 0 0 0 0 0
"AMGO2_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17166.0296536255 0 0 0 0 0 0 0 0 0 0
"AMGO2_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15882.4078619377 0 0 0 0 0 0 0 0 0 0
"AMHR2_HUMAN_Rep_1" 0 0 0 2668.96547371395 9633.06032205455 23222.7664629276 19190.6274528517 16469.3584930044 0 0 7319.2056423676 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMHR2_HUMAN_Rep_2" 0 0 0 0 7401.58156972751 16049.3682669219 2744.8876271467 16335.3001735683 0 0 5741.31804250669 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMHR2_HUMAN_Rep_3" 0 0 0 17739.2039417284 54453.1637640142 338573.182858517 155218.803469478 103698.770105296 0 0 24090.3666222813 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMPB_HUMAN_Rep_1" 0 0 18844.6805954697 196918.779844843 306039.128158307 375537.373217712 263517.304967614 117010.982335652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMPB_HUMAN_Rep_2" 0 0 41366.6591358727 131956.318278567 414303.186717476 460178.794686477 321598.119546496 137312.111480858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMPB_HUMAN_Rep_3" 0 0 40454.974953136 274963.550461894 406558.900080547 385950.264000894 252492.020467276 130414.385454457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMPD2_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 27736.540394416 432014.98503718 58244.5922007328 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMPD2_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 56649.6510345023 698637.140327026 64257.9298895555 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMPD2_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 46326.7725943936 574877.646933334 70201.0905565438 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMPL_HUMAN_Rep_1" 0 0 103483.053874821 0 133288.911610601 595805.454009 295337.081268499 220384.623234686 98484.7507544239 505046.593345097 310984.51907177 243250.438080571 69053.986971062 0 0 0 0 0 0 0 0 0 0 0 0
"AMPL_HUMAN_Rep_2" 0 0 133794.04837966 0 160758.762904831 734539.286726027 325641.275789968 230980.479265952 134205.280406362 646375.557768626 352861.286970974 232159.873613808 75309.7387136559 0 0 0 0 0 0 0 0 0 0 0 0
"AMPL_HUMAN_Rep_3" 0 0 123342.091078474 0 161574.283040673 600336.796997711 276496.981945015 182976.399959601 82249.8049634441 527677.887812448 276476.461811084 212270.889090862 60102.2187059294 0 0 0 0 0 0 0 0 0 0 0 0
"AMRP_HUMAN_Rep_1" 0 0 207402.745107764 329212.287724335 158449.241484606 66065.5301073961 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMRP_HUMAN_Rep_2" 0 0 371800.526544468 236889.377322548 97042.2981692363 17675.8579616802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMRP_HUMAN_Rep_3" 0 0 280696.057077136 271124.55691279 151879.251111935 25769.6731952636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32A_HUMAN_Rep_1" 70464.7148796 0 558990.283208715 675433.963675223 810692.770517185 609451.697432353 178216.31950368 120996.381412345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32A_HUMAN_Rep_2" 66209.3753429026 294626.247342775 605797.757253818 321932.736424512 798862.199606538 463762.585539335 121162.95539646 109659.987335148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32A_HUMAN_Rep_3" 84730.5203838145 1116611.25683248 741168.068267591 773295.450584261 768990.671886485 766890.296854431 171645.435130767 129244.778370989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32B_HUMAN_Rep_1" 0 0 79463.8007419971 55288.3142079626 22050.2697546921 32553.7376296925 31023.0694174746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32B_HUMAN_Rep_2" 0 60793.8430575601 70651.901463305 100058.702337957 41172.4486868988 105552.665206447 157672.960271717 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32B_HUMAN_Rep_3" 0 136072.654954049 128604.276657621 113176.147323183 31428.7206282878 26815.7423762391 50297.5327007299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32E_HUMAN_Rep_1" 0 0 117566.707892311 153438.20608773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32E_HUMAN_Rep_2" 0 128192.315091531 158850.678140568 198403.025864257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AN32E_HUMAN_Rep_3" 0 209020.73492454 165578.054279523 180131.68481369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANAG_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 187045.215918479 224628.223688457 0 59415.7370049688 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANAG_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 295754.840443355 291485.557632671 0 88807.7208231619 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANAG_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 233915.38495121 214857.415294023 0 67479.6780858389 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANCHR_HUMAN_Rep_1" 0 0 25577.9225482344 58391.0971061703 106625.045616317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANCHR_HUMAN_Rep_2" 0 71001.4602178618 28424.117582925 70130.4427356519 80417.4083626234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANCHR_HUMAN_Rep_3" 0 90226.0945478359 21051.0502927196 52022.7250830267 54447.4143010469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANFY1_HUMAN_Rep_1" 0 0 0 0 0 84731.4978814637 273049.569947871 329052.613799086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANFY1_HUMAN_Rep_2" 0 0 0 0 0 104328.412177341 279717.50612728 349125.312962274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANFY1_HUMAN_Rep_3" 0 0 0 0 0 109795.337381947 263373.937651687 314669.044521673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANKH1_HUMAN_Rep_1" 0 0 10623.0930325692 6610.514075754 0 0 0 0 0 0 0 5721.2759182162 0 0 0 0 0 0 0 231242.70820649 44764.1242980474 0 0 0 0
"ANKH1_HUMAN_Rep_2" 0 107478.105796687 14707.9639627574 0 0 0 0 0 0 0 0 4180.08669829974 0 0 0 0 0 0 0 232246.045488375 0 0 0 0 0
"ANKH1_HUMAN_Rep_3" 0 155671.913620933 10186.6373177612 6537.63151441709 0 0 0 0 0 0 0 4953.71781477246 0 0 0 0 0 0 0 317799.792732422 0 0 0 0 0
"ANKL2_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 55076.7995841011 17920.7757059048 45178.5623947979 0 134764.013039791 11566.5339481773 0 0 0 0 0 0 0 0 0
"ANKL2_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 58203.4322724944 17246.3735220843 66729.1690097785 0 118118.944538895 21522.2661103476 0 0 0 0 0 0 0 0 0
"ANKL2_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 58039.6903901391 17238.1377281543 62225.6818302264 0 132142.24357239 0 0 0 0 0 0 0 0 0 0
"ANKZ1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17631.540359445 0 0 6231.58572992777 0 26329.1826034898 0 0
"ANKZ1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23145.6568206712 0 0 0 0 0 0 0
"ANKZ1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20963.2184259792 0 0 0 0 0 0 0
"ANM1_HUMAN_Rep_1" 0 0 0 0 0 0 51999.7840782366 272893.19700904 972488.0963229 705260.430369199 522138.995776631 496206.78586208 71121.5078815139 0 29456.3656470851 0 0 0 0 0 0 0 0 0 0
"ANM1_HUMAN_Rep_2" 0 0 0 0 0 0 75915.0717524179 458918.337958137 1189161.64921413 988956.845410131 525901.842278295 343200.365797128 80610.3214409339 0 47487.9085552018 0 0 0 0 0 0 0 0 0 0
"ANM1_HUMAN_Rep_3" 0 0 0 0 0 0 116812.525199249 662074.304789376 1220532.9992075 861948.123822469 491827.694818448 340843.985550053 64460.5974389478 0 33633.433995389 0 0 0 0 0 0 0 0 0 0
"ANM3_HUMAN_Rep_1" 0 0 0 0 0 0 209136.659145928 190019.478747939 129493.548647664 16328.4845985085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANM3_HUMAN_Rep_2" 0 0 0 0 0 0 208349.211834626 160064.015123555 152954.057793156 12269.925476935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANM3_HUMAN_Rep_3" 0 0 0 0 0 0 206598.717559107 149479.62004454 116810.174890098 15255.5446494349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ANM5_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 487192.240456191 988232.371296717 397563.676633343 335650.339437221 50934.5583822358 0 0 0 63273.494464042 0 0 0 0 0 0
"ANM5_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 652542.007010983 890914.594433393 368967.591594064 270255.55297374 61017.8063979367 0 0 0 78434.7353726669 0 0 0 0 0 0
"ANM5_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 544628.079882553 768828.183188931 352254.375903745 266872.939076021 50482.3539383523 0 0 0 62490.0781304663 0 0 0 0 0 0
"ANO6_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 57551.7445205429 91563.2980601414 135787.284904016 96718.7540170215 0 0 0 0 0 0 0 0
"ANO6_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 60343.0524571067 81847.9763321106 168075.467471959 95978.0527136047 0 0 0 0 0 0 0 0
