"Fraction_1" "Fraction_2" "Fraction_3" "Fraction_4" "Fraction_5" "Fraction_6" "Fraction_7" "Fraction_8" "Fraction_9" "Fraction_10" "Fraction_11" "Fraction_12" "Fraction_13" "Fraction_14" "Fraction_15" "Fraction_16" "Fraction_17" "Fraction_18" "Fraction_19" "Fraction_20" "Fraction_21" "Fraction_22" "Fraction_23" "Fraction_24" "Fraction_25"
"FAF2_HUMAN_Rep_1" 0 140319.949426492 0 17055.9293409756 35880.7941919236 31379.6758352822 40125.7815911077 73643.6245870247 30777.6805854195 96277.0518049897 224844.565705934 233399.757850453 30211.0635689193 377589.50047867 661403.419979661 503988.764413491 221956.373938283 88857.7634105578 290601.23027599 600694.411931035 112794.609426327 187041.851958705 337479.739211372 0 15192.735752285
"FAF2_HUMAN_Rep_2" 0 254202.932528822 0 64946.1532541655 81661.1276218082 60777.2524073767 66279.6954074174 118560.540259504 36947.9832149035 101458.02568021 175857.566802039 256165.236338318 36233.3061882759 287982.30941391 527508.869228628 424734.813920028 208469.111330442 78585.3949914017 222635.051770415 567319.26070792 91328.5107427802 168589.507657967 334494.375297668 0 19822.2857701406
"FAF2_HUMAN_Rep_3" 0 209740.705079995 0 25624.4005052364 43457.585262559 55155.172182942 56821.421337194 98667.1542795078 41888.5338091824 102725.455503632 258879.813628172 273157.966012938 38565.8656854905 354653.829167617 641272.885465693 477770.224514262 213535.089221712 89099.0725248374 258213.939821529 683927.944168603 111151.720697114 251814.907505802 365236.111006965 0 11192.3730547688
"FAHD1_HUMAN_Rep_1" 0 280321.70036805 67482.4670315696 208071.95383245 150692.862781595 159652.596335699 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAHD1_HUMAN_Rep_2" 0 338278.58834396 102921.458216556 171630.37520835 206304.13067302 99163.8531987977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAHD1_HUMAN_Rep_3" 0 186144.433715195 39405.1243085099 218233.385377077 92550.6583280766 169250.545220181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAK1_HUMAN_Rep_1" 0 55397.2397411599 0 0 0 7730.20782661219 34945.9976607566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAK1_HUMAN_Rep_2" 0 28918.7465408446 0 0 0 16554.8880891826 36283.387462339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAK1_HUMAN_Rep_3" 0 54912.3869243325 0 0 0 18598.4356188278 50150.534433009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAKD2_HUMAN_Rep_1" 0 0 0 29672.6441959439 61487.0124125249 11986.3070777713 12801.1185959476 185176.906586957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAKD2_HUMAN_Rep_2" 0 0 0 44359.0368389557 68869.4730951504 4204.54443384527 19150.2649527835 174435.141031081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAKD2_HUMAN_Rep_3" 0 0 0 50089.9406545188 70732.2137836605 80202.765425665 45716.7349102767 69761.6225105005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAKD4_HUMAN_Rep_1" 0 0 139108.567051903 1025313.60115534 234109.666827301 237558.417402918 0 214442.144300276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAKD4_HUMAN_Rep_2" 0 0 212366.737345564 514464.695135437 483189.025209061 49135.1431913945 0 92690.4271158836 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAKD4_HUMAN_Rep_3" 0 0 160598.613678498 336581.000211317 118975.952935252 155212.737130278 0 30282.0973335381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAKD5_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 64961.247074206 0 59712.138785639 254722.676634479 55850.6809103192 111733.132373049 87783.4041002639 0 93287.5253172828 0 0 0 0 0 0 0 0
"FAKD5_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 50809.7370673934 0 72286.5335205178 267765.080184608 59558.8804538884 126243.163201893 72719.4098834401 0 112997.868164568 0 0 0 0 0 0 0 0
"FAKD5_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 68532.2026592144 0 47454.5844170838 202420.293439937 52249.8714145794 95404.406572064 52925.1496391106 0 78740.428326634 0 0 0 0 0 0 0 0
"FAM3C_HUMAN_Rep_1" 0 0 39372.2846479276 0 0 0 0 0 0 0 138225.213665749 118379.270936704 90293.4391780161 301591.087159186 397958.926098127 201154.210154325 154519.698496084 192158.610535345 94015.6916599549 0 0 0 0 0 0
"FAM3C_HUMAN_Rep_2" 0 0 161327.544506863 0 0 0 0 0 0 0 134681.541386243 74042.8445929673 64383.4925815375 299222.128598564 292918.699110984 90918.609874125 92094.8846480725 100814.526269365 68910.652862919 0 0 0 0 0 0
"FAM3C_HUMAN_Rep_3" 0 0 47441.311539587 0 0 0 0 0 0 0 126826.410082689 122333.72484002 76024.9667089791 284731.352260717 307141.830708264 156440.016430414 80888.7649864046 145994.237525929 88602.6686620998 0 0 0 0 0 0
"FANCI_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 99955.1450948485 0 42975.8861369413 63552.0161962674 83027.6235947494 0 0 0 0 0 0 0 0 0 0
"FANCI_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 69340.674788308 0 25510.5425852023 101214.869937879 111176.609229403 0 0 0 0 0 0 0 0 0 0
"FANCI_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 100032.813565627 0 30426.2626345034 65681.9371387525 71677.9927954021 0 0 0 0 0 0 0 0 0 0
"FAS_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 4647617.81044465 12672520.2249939 12070183.4356833 10951622.3041046 5480060.00694707 1785946.9742821 544434.783643143 48722.4946369133 87507.7509222651 0 0 0 0 0 0 0
"FAS_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 7176105.80903313 12404405.1503946 11439286.5087097 9060672.09522377 5827694.0184718 1835448.69078052 494415.032690317 45486.7184895259 70798.7271854833 0 0 0 0 0 0 0
"FAS_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 9921672.03109764 9396326.51914365 9918950.66270429 7928015.68913374 4123692.77818581 1585689.19807681 468716.46534674 65910.2506148007 95553.0131299864 0 0 0 0 0 0 0
"FAT1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56434.7785034868 70709.4157641564 0 0 0 0 0 0 0 0 0
"FAT1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70791.2199602567 78946.0798979618 0 0 0 0 0 0 0 0 0
"FAT1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69174.8599864345 79952.5176855351 0 0 0 0 0 0 0 0 0
"FBLI1_HUMAN_Rep_1" 0 58875.0933571969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBLI1_HUMAN_Rep_2" 0 63619.4417502138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBLI1_HUMAN_Rep_3" 0 113905.717596133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBLL1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 48007.1372509413 59716.5027562437 45351.3299477659 89640.8887706462 59409.3348156078 157053.52917403 141813.888874892 293058.088137039 163298.099446126 294785.045282625 287520.312620939 79618.0078901169
"FBLL1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 26143.4867173249 41046.930852548 49790.4466397431 78461.2851289789 58004.884543738 128924.816649643 140349.014754266 255955.410930641 155162.86983822 253158.938291937 211429.017708915 52209.5012184076
"FBLL1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 52221.3186593863 64689.0477248194 53794.419053692 132742.071830171 84038.8002802071 144433.699177885 132838.75788467 380429.453679364 211549.781980334 552145.452410007 376625.722423237 84632.9022352331
"FBP1L_HUMAN_Rep_1" 0 0 102882.08629342 109941.949404919 45027.446066937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBP1L_HUMAN_Rep_2" 0 0 84345.3158809517 148721.581683024 31359.4698566355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBP1L_HUMAN_Rep_3" 0 0 107729.399898405 173892.990516166 28386.6268121123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBRL_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 129211.696480244 0 29308.9637747756 0 108176.229889201 0 0 168446.270583699 891711.068731334 774827.385063298 1776025.02785327 1394611.08837355 1273283.80629314 731804.180750033 2245020.49402804 666719.089869183
"FBRL_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 99376.0127707699 0 26546.4484849749 0 67517.3835468018 0 0 123443.352167445 971460.042978101 695873.802323513 1565018.65022875 1317069.77621737 1110525.34178152 684343.307396551 1768730.17708557 623387.118837433
"FBRL_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 181360.064061205 0 22523.2658418509 0 107773.93726437 0 0 137720.946763122 846728.296631041 1037803.40845407 1722967.35356985 1440838.75297969 1167859.04281112 718341.8639438 2491951.48505524 764784.803255796
"FBX30_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 36243.9245869516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBX30_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 53202.9017970233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FBX30_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 72824.6815300498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCGBP_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 58608.0519576674 216312.752955244 856454.194108621 2265516.83862932 1054616.06332041 435635.296248563 601146.740272637 157387.04359257 0 0 0 0 0 0 0 0
"FCGBP_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 73106.8523229539 177609.482789422 1056845.0632483 2010495.62222865 1902012.18361261 428371.689763491 425003.594624495 164240.016298317 0 0 0 0 0 0 0 0
"FCGBP_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 22338.5360526586 113909.570339173 457529.922501957 1409538.03883844 674501.184106899 178288.319197138 263514.690436926 106704.710251726 0 0 0 0 0 0 0 0
"FCHO1_HUMAN_Rep_1" 0 0 0 53628.6098932161 133801.545270936 47818.154826283 0 195333.998104973 115387.213733902 49495.6603985959 48753.0147569089 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCHO1_HUMAN_Rep_2" 0 0 0 29788.53875775 129566.623456438 80818.1542479021 0 204059.058622823 58993.23957833 50290.8276414028 53141.451617297 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCHO1_HUMAN_Rep_3" 0 0 0 85575.0439678647 282576.538844421 125439.834409421 0 104797.20945103 97432.2004027633 39757.4387050631 68204.9076611417 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCL_HUMAN_Rep_1" 0 0 0 44109.8263949547 136920.895793696 367598.866827688 37127.6906911124 63781.7608373123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCL_HUMAN_Rep_2" 0 0 0 68307.846947282 106119.544661822 225233.996079637 31924.8290528077 50923.9468061545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCL_HUMAN_Rep_3" 0 0 0 56023.3056770026 131503.628165664 296002.522902338 43334.5957400533 47249.9681038328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCSD2_HUMAN_Rep_1" 0 0 0 89131.5089818451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCSD2_HUMAN_Rep_2" 0 0 0 38518.5185034402 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCSD2_HUMAN_Rep_3" 0 0 0 59546.2411591024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCSK_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 11857.8916798449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCSK_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 16392.8544413089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCSK_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 22126.0100835841 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FDX2_HUMAN_Rep_1" 0 84143.9607616772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FDX2_HUMAN_Rep_2" 0 85715.1855965751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FDX2_HUMAN_Rep_3" 0 98708.2689351772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FEN1_HUMAN_Rep_1" 0 409917.802609298 377076.818981277 285401.252956394 0 332650.783541353 145624.535742762 0 0 100443.56827576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FEN1_HUMAN_Rep_2" 0 358910.12784794 418358.095444712 150885.321574765 0 377688.262025754 151099.377025433 0 0 73272.3326677431 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FEN1_HUMAN_Rep_3" 0 737319.383871459 877501.593256403 257426.841829475 0 268179.241967288 139804.502927407 0 0 75810.0698718078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FERM1_HUMAN_Rep_1" 0 0 0 0 157668.364060966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FERM1_HUMAN_Rep_2" 0 0 0 0 168485.403128015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FERM1_HUMAN_Rep_3" 0 0 0 0 174097.723949064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FERM2_HUMAN_Rep_1" 0 0 0 421238.620196356 514141.957575753 152591.680528588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FERM2_HUMAN_Rep_2" 0 0 0 507562.83869244 498412.327218732 268463.508380043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FERM2_HUMAN_Rep_3" 0 0 0 494953.254098087 390080.192579343 212054.571212385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FGD6_HUMAN_Rep_1" 0 0 81047.9691793318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FGD6_HUMAN_Rep_2" 0 0 87378.8545432766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FGD6_HUMAN_Rep_3" 0 0 98750.5595630593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FGF2_HUMAN_Rep_1" 0 0 6317.56376947858 0 5404.94616407099 6178.87632436585 0 0 0 0 0 0 0 0 0 93244.6684981528 0 0 0 0 0 0 0 0 0
"FGF2_HUMAN_Rep_2" 0 0 7858.65404780691 0 3808.93048825892 5397.07002409891 0 0 0 0 0 0 0 0 0 99807.2349253529 0 0 0 0 0 0 0 0 0
"FGF2_HUMAN_Rep_3" 0 0 32586.8782563988 0 14961.3314619269 22225.4227421511 0 0 0 0 0 0 0 0 0 122611.371837198 0 0 0 0 0 0 0 0 0
"FHL2_HUMAN_Rep_1" 0 0 393334.283745896 0 0 0 0 0 120047.33442509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FHL2_HUMAN_Rep_2" 0 0 346953.847884845 0 0 0 0 0 114923.180606376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FHL2_HUMAN_Rep_3" 0 0 511674.329546886 0 0 0 0 0 174290.80207637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FIBA_HUMAN_Rep_1" 0 395961.728708669 171573.760551268 31527.7252981619 0 0 236178.692636479 855469.569473464 75647.9002853664 313461.159083748 120169.844060621 113367.893710965 61360.9142567308 0 0 0 0 0 0 0 0 0 0 0 0
"FIBA_HUMAN_Rep_2" 0 519674.07841099 184859.354770129 47137.1525101758 0 0 269439.071735235 784266.189119475 61896.7553315182 253286.242024323 143811.10358077 90132.4818611824 40188.2612308364 11116.7806724961 0 0 0 0 0 0 0 0 0 0 0
"FIBA_HUMAN_Rep_3" 0 507014.824466052 156282.986487276 33851.5098184702 0 0 273265.607009812 540190.592486681 62357.0930553821 162589.222018429 86977.5916225269 82146.9089264071 35635.3807238224 6858.76354652842 0 0 0 0 0 0 0 0 0 0 0
"FIBB_HUMAN_Rep_1" 0 0 0 0 0 0 32060.4654457669 196439.531875642 200015.244160417 129644.673489984 0 49566.1832664119 20761.5006550422 0 0 0 0 0 0 0 0 0 0 0 0
"FIBB_HUMAN_Rep_2" 0 0 0 0 0 0 43202.9010556591 184760.265593167 139499.921135724 137010.971185691 0 53257.5711623397 18858.9288717426 0 0 0 0 0 0 0 0 0 0 0 0
"FIBB_HUMAN_Rep_3" 0 0 0 0 0 0 48574.4046869854 82892.9323547773 136886.646193425 121852.792720339 0 39901.7885957187 20703.8233573447 0 0 0 0 0 0 0 0 0 0 0 0
"FIBG_HUMAN_Rep_1" 0 50146.964739743 194514.504330023 440730.492768932 106477.962766944 0 135876.397775918 421792.540719389 172287.227704659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FIBG_HUMAN_Rep_2" 0 34644.7806098866 253683.001058909 341555.028458247 135040.26992495 0 152509.261908369 342999.556787595 123700.50276622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FIBG_HUMAN_Rep_3" 0 60490.9733728857 130778.519607193 266473.944746301 69447.2030287017 0 74795.8801106313 167615.031899221 72428.7634789045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FINC_HUMAN_Rep_1" 0 0 0 0 0 0 0 69579.5316914426 34036.7816373099 78233.9770712619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FINC_HUMAN_Rep_2" 0 0 0 0 0 0 0 79792.1301498442 39874.1547378291 86080.1736394397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FINC_HUMAN_Rep_3" 0 0 0 0 0 0 0 62496.5456469288 32966.2377280154 101575.073000061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FIP1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 21096.6273499551 73452.3664925412 40903.9150029556 69062.5449635278 149323.626635578 38149.5911614684 28879.3330270514 0 0 61304.1445698717 0 0 0 0 0 0
"FIP1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 15214.7357009064 90265.6713362449 31457.6141050743 82873.6291126326 81227.3891872848 25937.7600252096 29187.6983247165 0 0 46912.8869699717 0 0 0 0 0 0
"FIP1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 80539.1154675369 179651.625182389 67769.3166480783 148233.222929143 149475.157721573 37002.5814014736 35595.8042529505 0 0 68111.2421926997 0 0 0 0 0 0
"FIS1_HUMAN_Rep_1" 0 693421.487826692 0 167919.994348875 66223.8804580129 0 0 75572.0272438156 0 0 53082.9273119993 0 112395.170205648 75134.0418307846 118637.051398145 113526.031251633 219051.74216954 57538.0593708809 0 0 0 0 0 0 47177.7059489661
"FIS1_HUMAN_Rep_2" 0 477643.35829149 0 132232.936084652 59193.450075367 0 0 45626.2389156605 0 0 27376.6871590087 0 66566.6566333159 70373.6347219024 85486.2218626316 57783.1360094149 133239.99859039 39594.149858266 0 0 0 0 0 0 64705.0113955499
"FIS1_HUMAN_Rep_3" 0 859013.904417157 0 76965.9103441854 41172.2478978649 0 0 51719.702287812 0 0 42518.368740758 0 75793.0344084861 58001.7624674269 66717.1635815902 83786.3934811647 137667.08874101 42930.9669132497 0 0 0 0 0 0 33530.8635230987
"FKB10_HUMAN_Rep_1" 0 0 0 801395.03615817 408538.514712541 203225.576780557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKB10_HUMAN_Rep_2" 0 0 0 503480.16159744 396506.691912734 95655.7760692819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKB10_HUMAN_Rep_3" 0 0 0 836105.758610132 492645.126888842 182664.15559937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKB15_HUMAN_Rep_1" 0 0 0 19840.1735142171 0 1080.92961122049 37236.7753426302 53699.418477654 4391.43281061848 2398.62165411827 717.783587145823 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKB15_HUMAN_Rep_2" 0 0 0 11011.3828651202 0 0 43122.3362052057 30527.7714277527 1960.08180496541 3235.81617060807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKB15_HUMAN_Rep_3" 0 0 0 6397.38869328847 0 2943.82265014951 33140.5952859333 20827.8825577185 4399.53834384912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP2_HUMAN_Rep_1" 8642218.69677553 2238135.571444 1688538.21417608 1447179.59571863 397576.028990173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP2_HUMAN_Rep_2" 12990536.8318555 2910354.90306598 1895828.44707325 1687638.1469484 403586.059630518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP2_HUMAN_Rep_3" 7390660.71589531 1736257.67453466 1335647.68605649 1210105.96010818 310793.298873748 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP3_HUMAN_Rep_1" 1511039.76589759 1943187.90562809 1069573.3224111 797955.29393948 1761916.59659691 1402350.77866144 1510370.79916798 888886.840268668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP3_HUMAN_Rep_2" 1569880.85025434 2466212.91921021 1123227.63732167 629213.981145952 2081405.08013348 1821809.90804614 1492967.38496538 721018.043896231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP3_HUMAN_Rep_3" 3072498.5630426 3388527.12203087 1959745.21620976 795569.622572905 832803.359416299 462676.592465527 639872.787783181 284470.674285204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP4_HUMAN_Rep_1" 0 658894.160996534 448898.754619235 1377194.90340755 1004045.2532528 914239.098803435 1272677.42793081 281232.715797532 94747.8315689645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP4_HUMAN_Rep_2" 0 680215.318281185 505862.554474634 1928176.53053385 905857.440680373 488519.965048403 782486.110029071 183884.522043922 91523.3476944399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP4_HUMAN_Rep_3" 0 832906.827107208 470742.607733233 1563965.96783379 823146.118246842 671304.716670158 627012.526098359 139978.191732277 105370.761326238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP5_HUMAN_Rep_1" 0 0 227961.984419372 39801.4951820484 57869.8052831531 48351.7484638237 43358.0223481826 34225.0642208174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP5_HUMAN_Rep_2" 0 0 223671.141143688 49002.3910591872 58855.4501880893 41898.3551506323 45034.7443428443 32980.934530514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP5_HUMAN_Rep_3" 0 0 297811.644445799 57537.0170660899 57034.3451607279 40349.7337168828 51814.8915557075 27680.224260545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FKBP8_HUMAN_Rep_1" 0 46521.1767403594 120221.309707769 57100.8025101955 121310.371212912 0 0 0 0 48731.9173453507 34113.183710507 33134.0470690026 38293.5736210955 113691.085681316 90751.4607863209 65534.2217797672 0 0 0 0 0 0 0 0 0
"FKBP8_HUMAN_Rep_2" 0 55563.9486044248 149969.853956829 75389.7518192268 92209.2080935442 0 0 0 0 52923.315983509 36912.2298848581 37339.8731244142 54878.6097511502 104491.711945357 78905.2939784658 51120.2038092106 0 0 0 0 0 0 0 0 0
"FKBP8_HUMAN_Rep_3" 0 83372.018677958 180463.846058711 49448.9709955706 100611.466307469 0 0 0 0 44570.1235531377 37310.6436855001 29270.2696382799 79866.0911241619 126833.151587267 87869.8749920237 32812.6116199716 0 0 0 0 0 0 0 0 0
"FL2D_HUMAN_Rep_1" 0 0 0 0 0 0 0 7545.26798481185 52057.9039311941 33817.6338557721 16205.5206740223 21799.0442851524 2683.2324023878 0 0 0 0 0 0 0 0 0 0 0 0
"FL2D_HUMAN_Rep_2" 0 0 0 0 0 0 0 15301.7264845227 59496.4361482871 38428.5886399304 17836.9446345593 16289.6679783828 0 0 0 0 0 0 0 0 0 0 0 0 0
"FL2D_HUMAN_Rep_3" 0 0 0 0 0 0 0 37256.3835156757 146758.337601318 62409.9647378382 25224.097139493 19319.9659706073 6197.88210721029 0 0 0 0 0 0 0 0 0 0 0 0
"FLII_HUMAN_Rep_1" 0 0 0 0 0 0 267062.850343268 590964.33339917 155675.478659505 355026.952018724 304606.112773387 202840.183003301 197735.389727795 317801.504535108 210646.808665909 766796.712627083 555757.849975659 482578.21680209 305236.646976399 553799.679337957 651083.792339928 267582.334049835 213188.022788431 98440.8840000735 322234.773009271
"FLII_HUMAN_Rep_2" 0 0 0 0 0 0 322209.048782241 637011.533061255 198488.39107832 381077.594000329 390621.267871837 282488.890327707 238390.688847333 334118.612735672 217634.639866301 1000901.61982686 603178.639123237 469788.811807643 314979.452993126 459099.573239529 451764.93860688 241709.19040132 177405.23786003 142429.887572391 312267.024861629
"FLII_HUMAN_Rep_3" 0 0 0 0 0 0 485086.079992956 868760.611645825 209897.166808706 411793.059949359 330313.055388486 187028.818273672 218187.259948024 318268.75984311 238115.671680778 622306.224261452 437602.41387851 341053.975315098 141536.238671492 321160.453456256 412890.497623722 270789.73514327 232990.155337673 60591.3697866979 239440.088534694
"FLIP1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 198841.175978564 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FLIP1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 289406.121614446 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FLIP1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 190774.751351541 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FLNA_HUMAN_Rep_1" 65993.0954935639 0 232888.959878631 794439.834124782 2358862.5056874 4884336.76018595 7118989.42325656 12885121.7259778 14059721.363181 12308613.6489998 7290374.20947227 7103917.53791231 3975986.96925079 2796089.87957766 2252785.84754168 1682649.22380384 960355.530625499 744996.045600168 1146180.60339754 1328817.97945225 269507.327313168 190642.767700485 264894.681720284 267332.78610065 1056569.79299127
"FLNA_HUMAN_Rep_2" 0 0 226392.571687681 664615.608644757 1916219.83338518 2521733.80828937 7730801.63738631 15494173.8323815 15162671.9989903 12714800.4921264 8391997.5642218 6285226.45483524 3328910.19736544 2945234.38478646 2238173.88693159 1400206.00674356 947142.659892849 616529.690669833 1401279.55722866 1056255.3089659 199177.242349198 191039.38935468 236443.78197346 375749.718415451 1087562.12128736
